Time (seconds),Speed,Grade,Road Type
0,5.247222222222222,-0.008191964841578,No Charging
1,5.247222222222222,-0.008191964841578,No Charging
2,5.247222222222222,-0.008191964841578,No Charging
3,5.247222222222222,-0.008191964841578,No Charging
4,5.247222222222222,-0.008191964841578,No Charging
5,5.247222222222222,-0.008191964841578,No Charging
6,5.247222222222222,-0.008191964841578,No Charging
7,5.247222222222222,-0.008191964841578,No Charging
8,5.247222222222222,-0.008191964841578,No Charging
9,5.247222222222222,-0.008191964841578,No Charging
10,5.247222222222222,-0.008191964841578,No Charging
11,5.247222222222222,-0.008191964841578,No Charging
12,5.247222222222222,-0.008191964841578,No Charging
13,5.247222222222222,-0.008191964841578,No Charging
14,5.247222222222222,-0.008191964841578,No Charging
15,5.247222222222222,-0.008191964841578,No Charging
16,5.247222222222222,-0.008191964841578,No Charging
17,5.247222222222222,-0.008191964841578,No Charging
18,5.247222222222222,-0.008191964841578,No Charging
19,5.247222222222222,-0.008191964841578,No Charging
20,5.247222222222222,-0.008191964841578,No Charging
21,5.247222222222222,-0.008191964841578,No Charging
22,5.247222222222222,-0.008191964841578,No Charging
23,5.247222222222222,-0.008191964841578,No Charging
24,5.247222222222222,-0.008191964841578,No Charging
25,5.247222222222222,-0.008191964841578,No Charging
26,5.247222222222222,-0.008191964841578,No Charging
27,5.247222222222222,-0.008191964841578,No Charging
28,5.247222222222222,-0.008191964841578,No Charging
29,5.247222222222222,-0.008191964841578,No Charging
30,5.247222222222222,-0.008191964841578,No Charging
31,5.247222222222222,-0.008191964841578,No Charging
32,5.247222222222222,-0.008191964841578,No Charging
33,5.247222222222222,-0.008191964841578,No Charging
34,5.247222222222222,-0.008191964841578,No Charging
35,5.247222222222222,-0.008191964841578,No Charging
36,5.247222222222222,-0.008191964841578,No Charging
37,5.247222222222222,-0.008191964841578,No Charging
38,5.247222222222222,-0.008191964841578,No Charging
39,5.247222222222222,-0.008191964841578,No Charging
40,5.247222222222222,-0.008191964841578,No Charging
41,5.247222222222222,-0.008191964841578,No Charging
42,5.247222222222222,-0.008191964841578,No Charging
43,5.247222222222222,-0.008191964841578,No Charging
44,5.247222222222222,-0.008191964841578,No Charging
45,5.247222222222222,-0.008191964841578,No Charging
46,5.247222222222222,-0.008191964841578,No Charging
47,5.247222222222222,-0.008191964841578,No Charging
